=== source: childes_uk ===

-- Conversation 020203::4 (2456 lemmas, speakers: CHI, DAD, MOT) --
  *CHI:	a biscuit .
  *MOT:	do you want a cuddle .
  *CHI:	what be this from .
  *MOT:	i do not know .
  *CHI:	from daddy shoe .
  *MOT:	i do not think it be from daddy shoe either .
  *MOT:	i think it be from a break toy .
  *CHI:	toy .
  *MOT:	yes .
  *MOT:	we will have to throw it away cm will not we .
  *MOT:	do it fit on the wall .
  *MOT:	shall we get another box of toy out .
  *MOT:	find some more interesting toy .
  *MOT:	let us put the baby toy away .
  *CHI:	baby toy .
  *MOT:	yes .
  *MOT:	these be a bit baby for you .
  *MOT:	these toy .
  *MOT:	right .
  *MOT:	can you put that in the kitchen to go .
  *MOT:	thank you .
  *CHI:	no .
  *MOT:	no .
  *MOT:	well .
  *MOT:	that be for .
  *MOT:	do not know why it be in here .
  *MOT:	do you want mummy to help .
  *MOT:	oh .
  *MOT:	oh .
  *MOT:	yes .
  *MOT:	shall we get them out .
  *MOT:	let me get the box out and then you can play .
  *MOT:	as well .
  *MOT:	you bring your table over here and then i will take the garage off .
  *MOT:	clever girl .
  *MOT:	here you be .
  *CHI:	want to do this .
  *CHI:	want to do this .
  *MOT:	okay .
  *MOT:	i do not know where the spoon be .
  *CHI:	no .
  *CHI:	i do not want it .
  *MOT:	you do not want it .
  *MOT:	oh .
  *MOT:	the on the floor there .
  *MOT:	you want your chair .
  *MOT:	oh look .
  *MOT:	little sausage in this plasticine .
  *CHI:	you do on there .
  *MOT:	you want to what .
  *CHI:	want it there .
  *MOT:	you want it out .
  *MOT:	okay .
  *CHI:	no .
  *MOT:	you want to .
  *MOT:	here we be .
  *MOT:	right .
  *MOT:	what be in here .
  *CHI:	that .
  *MOT:	what be this .
  *CHI:	want this one .
  *MOT:	you want that .
  *MOT:	that be the cake .
  *CHI:	jackinthebox .
  *MOT:	jackinthebox .
  *CHI:	i put it on .
  *MOT:	turn it on .
  *MOT:	i do not know where your be .
  *MOT:	oh look .
  *MOT:	who be this .
  *CHI:	mine .
  *MOT:	you what .
  *CHI:	mine .
  *MOT:	it be yours .
  *MOT:	i know .
  *MOT:	your van .
  *CHI:	lorry .
  *MOT:	he be go round .
  *MOT:	he be go round and round and round and round .
  *MOT:	yes .
  *MOT:	i can see as well .
  *CHI:	no .
  *MOT:	yes .
  *MOT:	you be play with him .
  *MOT:	why do not you put van in the garage .
  *MOT:	here be the garage .
  *MOT:	he can go up in the lift cm can not he .
  *MOT:	oh .
  *MOT:	down he come .
  *CHI:	ready steady down down down down down .
  *CHI:	more .
  *CHI:	more .
  *MOT:	pardon .
  *CHI:	more .
  *MOT:	more .
  *MOT:	lara sing it .
  *MOT:	look .
  *MOT:	i think that be a baby toy cm be not it .
  *MOT:	do you want it .
  *CHI:	no want that .
  *MOT:	those be ball .
  *MOT:	do not throw them at mum .
  *CHI:	oh dear .
  *MOT:	oh dear .
  *MOT:	we have set the neenaw off .
  *CHI:	come on cm mummy .
  *CHI:	my .
  *MOT:	i can see a little van .
  *MOT:	who else be in it .
  *MOT:	oh look .
  *MOT:	i have find one of daddy ball .
  *CHI:	got to get it up .
  *MOT:	sing the song cm lara .
  *CHI:	how do you do this .
  *MOT:	you do do what .
  *CHI:	how do you do this .
  *MOT:	how do you do it .
  *MOT:	that be right .
  *MOT:	just run it along there .
  *MOT:	hooray .
  *MOT:	hooray .
  *CHI:	there be here .
  *MOT:	there be .
  *CHI:	that be your money .
  *MOT:	pardon .
  *CHI:	that be your money .
  *MOT:	it be alright cm petal .
  *MOT:	what be the matter .
  *MOT:	do you stub your toe .
  *MOT:	do you stub your toe .
  *CHI:	look .
  *MOT:	do you .
  *CHI:	yes .
  *MOT:	i think we should put some toy away otherwise we be go to be stub our toe all the time cm be not we .
  *MOT:	what do you want to play with .
  *MOT:	the garage .
  *CHI:	garage .
  *MOT:	yes .
  *MOT:	let us put the rest of them away cm shall we .
  *MOT:	you sit there .
  *MOT:	mummy put them away .
  *MOT:	there be outside real cm be not they cm toy .
  *MOT:	take these get a bag for these and i will put them in your toy thing .
  *MOT:	can you put them in the kitchen for mummy .
  *MOT:	no .
  *MOT:	i will do it cm .
  *MOT:	put some of these toy away then they will not hurt your foot .
  *MOT:	not that way .
  *MOT:	that be it .
  *CHI:	mummy have that .
  *CHI:	mummy have that please .
  *MOT:	do you want me to take or do you want to play with him .
  *CHI:	please .
  *MOT:	you be a tire bean .
  *MOT:	be you a tire baby .
  *MOT:	i think it be probable these tape which be all out over everywhere .
  *MOT:	yes .
  *MOT:	what .
  *CHI:	i want come .
  *MOT:	you have the straw .
  *CHI:	it be .
  *MOT:	pardon .
  *CHI:	mouth .
  *MOT:	pardon .
  *CHI:	blow .
  *CHI:	right .
  *MOT:	right .
  *CHI:	no tidy these away cm mummy .
  *MOT:	well .
  *MOT:	i just do not want you to stub your toe on anything .
  *MOT:	we will leave everything else out cm shall we .
  *MOT:	but let us just put the tape away .
  *CHI:	no .
  *CHI:	play tape .
  *MOT:	you want to play with the tape .
  *MOT:	okay .
  *MOT:	but i think they should be in the box when you be play them .
  *MOT:	find the right look .
  *MOT:	there be the jackinthebox tape .
  *MOT:	there be that one .
  *MOT:	that one .
  *MOT:	oh dear .
  *MOT:	that be a bit break cm be not it .
  *CHI:	want play it .
  *MOT:	no .
  *MOT:	let me mend it first .
  *MOT:	that be it .
  *MOT:	there we be .
  *MOT:	rock a bye baby .
  *MOT:	i have just make you that and you have just pull it apart .
  *MOT:	that be it .
  *MOT:	well .
  *MOT:	that one be get a box to go in .
  *MOT:	that on .
  *MOT:	now put it in its box .
  *CHI:	there .
  *CHI:	put it in for you .
  *MOT:	okay .
  *CHI:	i put it in .
  *MOT:	okay .
  *CHI:	i want .
  *MOT:	what shall we make .
  *CHI:	no .
  *MOT:	be mummy not allow to make anything .
  *CHI:	no .
  *MOT:	oh .
  *MOT:	okay .
  *CHI:	mummy make .
  *MOT:	pardon .
  *CHI:	mummy make .
  *MOT:	what do you want mummy to make .
  *CHI:	here you be cm mummy .
  *MOT:	thank you .
  *CHI:	do not want to .
  *MOT:	you do not want .
  *CHI:	stick .
  *CHI:	oh dear .
  *MOT:	what be the matter .
  *CHI:	spider .
  *MOT:	spider .
  *MOT:	shall we make a spider .
  *CHI:	no .
  *CHI:	just a .
  *MOT:	just a .
  *MOT:	do not know if i be go to be very good at make .
  *CHI:	sheep .
  *MOT:	a sheep .
  *MOT:	or a sheep probable .
  *MOT:	i shall have a go though .
  *MOT:	what be that look for .
  *MOT:	let us have a look .
  *CHI:	no .
  *CHI:	mummy open it for you lara .
  *MOT:	open it .
  *CHI:	yes .
  *MOT:	oh .
  *MOT:	it do not open .
  *MOT:	like that .
  *MOT:	you mean pull it apart .
  *MOT:	like that .
  *CHI:	want this .
  *MOT:	that one .
  *MOT:	oh .
  *CHI:	and this one .
  *MOT:	pull that one apart as well .
  *MOT:	there .
  *CHI:	make a sausage .
  *MOT:	you want to make a sausage .
  *CHI:	want to make a sausage .
  *MOT:	okay .
  *CHI:	mend it .
  *MOT:	mend it .
  *MOT:	you just tell me to pull it apart .
  *CHI:	mend it .
  *MOT:	you mend it .
  *MOT:	i be make a sheep .
  *CHI:	there .
  *CHI:	mend .
  *MOT:	mend .
  *CHI:	mend .
  *MOT:	mend .
  *MOT:	mend it .
  *CHI:	there .
  *MOT:	do you mean you mend it or you mend it .
  *CHI:	mend it .
  *MOT:	mend it .
  *MOT:	my sheep need a head .
  *MOT:	it have not get a head yet .
  *MOT:	do not nick it .
  *CHI:	no .
  *MOT:	do not nick it until it be get a head .
  *MOT:	it be a very fat sheep cm be not it .
  *MOT:	pardon .
  *MOT:	pardon .
  *CHI:	mine .
  *MOT:	it be not yours .
  *MOT:	it be mine .
  *MOT:	i be go to give it a curly tail .
  *MOT:	there .
  *MOT:	there you be .
  *MOT:	hello .
  *MOT:	i be a sheep .
  *MOT:	thank you .
  *CHI:	do not pull tail .
  *CHI:	tail .
  *MOT:	do not pull the tail .
  *MOT:	i be not go to pull the tail .
  *MOT:	oh .
  *MOT:	you be .
  *MOT:	you be a destructive child .
  *MOT:	oh .
  *MOT:	my poor sheep .
  *CHI:	where mummy be poor sheep go .
  *MOT:	you have destroy it .
  *MOT:	that be not very nice cm be it .
  *CHI:	i want to play another one .
  *MOT:	you want to play with something else .
  *CHI:	this one .
  *MOT:	okay .
  *MOT:	let us put the plasticine back .
  *MOT:	well .
  *MOT:	get it out before you open it .
  *CHI:	on the floor .
  *MOT:	no .
  *MOT:	on the table .
  *MOT:	i be not go on the floor .
  *MOT:	oh .
  *CHI:	oh .
  *MOT:	oh .
  *MOT:	wow .
  *MOT:	what be these .
  *CHI:	that be my lion .
  *MOT:	your lion .
  *MOT:	your baby lion .
  *MOT:	it be not a baby lion .
  *CHI:	there .
  *MOT:	that be not a lion .
  *MOT:	that be a tiger .
  *MOT:	a leopard even .
  *MOT:	he need a wash .
  *CHI:	no dog here .
  *MOT:	no what .
  *CHI:	no dog .
  *MOT:	no .
  *CHI:	i have this .
  *MOT:	no what here .
  *CHI:	i want this .
  *CHI:	want the horse .
  *CHI:	want the horse .
  *MOT:	well .
  *MOT:	get a horse then .
  *MOT:	oh lara .
  *MOT:	oh stop .
  *MOT:	no .
  *MOT:	play nice .
  *MOT:	no .
  *MOT:	i will put them away if you be go to play silly with them .
  *CHI:	no .
  *CHI:	no .
  *CHI:	no .
  *CHI:	no put them away .
  *MOT:	you do not want them if you can not push them around .
  *CHI:	mummy do it .
  *MOT:	well .
  *MOT:	wait a minute .
  *MOT:	i be put these away .
  *MOT:	because you can not play nice with them .
  *CHI:	mummy do it .
  *CHI:	bit and piece .
  *MOT:	if you put your hand over the hole it will not make a noise .
  *CHI:	there .
  *CHI:	do it .
  *MOT:	thank you .
  *MOT:	i think that be probable a baby toy cm be not it .
  *CHI:	no .
  *MOT:	yes .
  *CHI:	not work .
  *MOT:	no .
  *MOT:	it keep break down .
  *MOT:	bite break .
  *CHI:	it be mend .
  *MOT:	yes .
  *MOT:	it keep break and mend on it be own .
  *MOT:	i think the hippo get in the way of the mechanism .
  *CHI:	want some money .
  *MOT:	i have not get any money .
  *CHI:	mummy have .
  *CHI:	plasticine .
  *MOT:	i put it away .
  *MOT:	oh .
  *MOT:	there be more plasticine .
  *MOT:	yes .
  *CHI:	i want to do play it .
  *MOT:	well .
  *MOT:	we just put the other stuff away .
  *CHI:	i want to play it .
  *MOT:	you want to play it .
  *MOT:	what .
  *MOT:	this one .
  *MOT:	this lot of plasticine .
  *MOT:	oh right .
  *MOT:	no .
  *MOT:	i do not like that game cm lara .
  *MOT:	that ball throw game .
  *MOT:	let us make a cm shall we .

-- Conversation 020219::0 (6608 lemmas, speakers: CHI, FAT, MOT) --
  *MOT:	what be you eat thomas .
  *CHI:	jam .
  *MOT:	jam .
  *CHI:	yellow po .
  *MOT:	be it red jam .
  *CHI:	oh yellow .
  *MOT:	it be a mistake give you a donut last week end be not it .
  *MOT:	because ever since then .
  *CHI:	yellow .
  *MOT:	you have lose your .
  *CHI:	yellow po .
  *MOT:	yellow and po .
  *MOT:	it be red jam end be not it .
  *MOT:	the donut be quite yellow though .
  *CHI:	jam .
  *MOT:	jam .
  *CHI:	mm nice jam .
  *MOT:	nice jam .
  *MOT:	oops a daisy .
  *CHI:	a chair .
  *CHI:	the big the bear .
  *MOT:	the big bear .
  *MOT:	where be the big bear .
  *CHI:	a door .
  *MOT:	at the door .
  *MOT:	there be nobody at the door .
  *CHI:	a bear .
  *MOT:	daddy can you see a big bear at the door .
  *FAT:	no .
  *CHI:	no bear .
  *MOT:	no there be no bear at the door end be there .
  *CHI:	yellow bear .
  *MOT:	yellow bear .
  *CHI:	oh oh .
  *MOT:	oh do you think he be think about last night cm daddy .
  *MOT:	we take you to the last night end do not we .
  *MOT:	at the .
  *MOT:	daddy be on holiday this week so we think we do something .
  *CHI:	bang a bang a bang .
  *MOT:	bang a bang a bang .
  *MOT:	be there a mess now .
  *MOT:	be there a mess now .
  *MOT:	have the juice come the beaker or it be alright .
  *CHI:	bang a bang a bang .
  *MOT:	a bang a bang a bang .
  *CHI:	juice a bang a bang a bang .
  *MOT:	it be alright .
  *MOT:	alright .
  *MOT:	calm down .
  *CHI:	a bang a bang a bang a juice .
  *MOT:	be you eat some bread with jam on it .
  *CHI:	more jam .
  *MOT:	more jam .
  *CHI:	oh a more chair .
  *MOT:	oh .
  *MOT:	i do not know what you be say .
  *MOT:	what color be the jam .
  *CHI:	po .
  *MOT:	red .
  *MOT:	red jam .
  *MOT:	be it jam .
  *MOT:	you like end do not you .
  *CHI:	dadda compute .
  *MOT:	daddy compute .
  *MOT:	i seem to remember this morning that daddy promise that he will let you play on his compute later on .
  *MOT:	so perhaps when mummy have go to do all the wash up .
  *CHI:	dadda oh .
  *CHI:	a dadda .
  *MOT:	you can play with daddy .
  *MOT:	with the teletubby .
  *MOT:	that .
  *MOT:	do you hear that daddy .
  *FAT:	yes .
  *CHI:	po a dadda .
  *CHI:	the po do .
  *CHI:	what the po do .
  *MOT:	what be the po do .
  *MOT:	i do not know .
  *MOT:	you have to watch her compute and see what she be do today .
  *CHI:	po .
  *CHI:	all do .
  *CHI:	what be this .
  *MOT:	this be a pie .
  *MOT:	will you like some .
  *MOT:	more .
  *MOT:	you try some pie .
  *MOT:	see if you like it .
  *CHI:	juice .
  *CHI:	what this .
  *MOT:	it be some meat .
  *CHI:	meat .
  *MOT:	meat .
  *CHI:	ah meat .
  *MOT:	do it taste good .
  *CHI:	what be this .
  *CHI:	quackquack .
  *MOT:	hm .
  *CHI:	quackquack .
  *MOT:	no it be not a duck .
  *MOT:	but the way you have bite it look a little bit like a duck end do not it .
  *CHI:	quack quack .
  *CHI:	quack quack .
  *CHI:	oh no no .
  *MOT:	do it taste nice .
  *MOT:	be you enjoy it .
  *MOT:	be you enjoy that cm thomas .
  *CHI:	no .
  *CHI:	b c .
  *MOT:	a b c .
  *MOT:	a b c .
  *CHI:	dadda juice .
  *MOT:	that be empty .
  *MOT:	that be the flask from the fish set end be not it .
  *MOT:	no juice in it .
  *MOT:	it be empty .
  *CHI:	no .
  *MOT:	on the table with the fish net .
  *CHI:	the truck a man .
  *MOT:	the truck o man .
  *MOT:	where be the man from the truck .
  *CHI:	hm truck the man a chair a dadda .
  *MOT:	be it on the chair near daddy .
  *MOT:	daddy be read his paper end be not he .
  *CHI:	dadda .
  *MOT:	daddy read his .
  *CHI:	no .
  *MOT:	no .
  *MOT:	i think he be .
  *MOT:	do not kick the table thomas please .
  *MOT:	no .
  *MOT:	no .
  *MOT:	be good boy now .
  *CHI:	one .
  *CHI:	one .
  *MOT:	no .
  *MOT:	you have got to sit still .
  *CHI:	no .
  *MOT:	have you finish your lunch .
  *CHI:	night night .
  *MOT:	oh night night .
  *MOT:	you be very tire .
  *MOT:	you usual be quite tire after toddle group end be not you .
  *MOT:	you be not too tire to still crunch on crisp though end be you .
  *MOT:	because i can hear you .
  *CHI:	oh no .
  *CHI:	crisp .
  *MOT:	nice crisp .
  *CHI:	blue ah a a blue .
  *CHI:	yellow blue .
  *MOT:	yellow and blue .
  *MOT:	be that the color of the chair .
  *CHI:	dadda do .
  *MOT:	what be daddy do .
  *MOT:	he give a big sigh end do not he .
  *MOT:	and then you copy him .
  *CHI:	shh .
  *CHI:	shh .
  *MOT:	do you hear daddy sigh .
  *MOT:	you go aah .
  *MOT:	and that be a bit of bread and jam end be not it .
  *MOT:	do that taste nice .
  *CHI:	a b c .
  *CHI:	a b a .
  *CHI:	a b c .
  *MOT:	a b c .
  *MOT:	be that what you be say .
  *MOT:	a b c .
  *MOT:	later on we will have to some thing begin with a b c end will not we .
  *CHI:	a b c .
  *MOT:	a be for apple .
  *CHI:	a there .
  *MOT:	and b be for banana .
  *MOT:	and c be for carrot .
  *CHI:	carrot oh dear .
  *MOT:	right .
  *CHI:	where have dadda go .
  *MOT:	daddy be go to do something with his compute .
  *CHI:	oh .
  *MOT:	be you put two fork together .
  *CHI:	oh bang .
  *MOT:	pop bang pop .
  *MOT:	be they stick .
  *CHI:	stick .
  *MOT:	fork be stick together .
  *CHI:	no no no spoon .
  *MOT:	no .
  *MOT:	they be not spoon .
  *MOT:	they be fork cm thomas .
  *CHI:	no spoon .
  *MOT:	no spoon .
  *MOT:	no .
  *MOT:	they be fork .
  *CHI:	two spoon .
  *MOT:	two fork .
  *MOT:	knife fork and spoon .
  *CHI:	spoon .
  *MOT:	oops a daisy .
  *CHI:	six spoon oh dear mess .
  *MOT:	oh dear mess .
  *MOT:	oh .
  *MOT:	and even big mess because you have drop the other one on the floor now .
  *MOT:	oh dear thomas .
  *CHI:	a one .
  *MOT:	no .
  *MOT:	no mummy be use hers to eat her meal now .
  *CHI:	oh dear mess .
  *CHI:	see you .
  *CHI:	bang .
  *CHI:	a big mess .
  *CHI:	oh dear mess .
  *CHI:	oh dear mess .
  *MOT:	that be not be a good boy real end be it .
  *CHI:	all do mess a .
  *MOT:	ah the fork be on the floor .
  *CHI:	whoosh there .
  *CHI:	wodere .
  *MOT:	you want them back again no doubt so you can put them back on the floor .
  *MOT:	i think in a few minute if you have finish your lunch we should wash you .
  *CHI:	spoon .
  *MOT:	no no mummy be busy with it .
  *MOT:	will you like a wash and then to leave the table .
  *CHI:	mm mm nice .
  *MOT:	and then we could get change and get ready to go to stockport end could not we .
  *CHI:	woosh a woosh a jo .
  *MOT:	woosh a woosh a jo .
  *MOT:	that be what we be say this morning end be not it .
  *MOT:	when we be get ready to go to toddle group i be say quick thomas we be in a rush we be go to see jo .
  *CHI:	hm .
  *MOT:	but this it be quick rush and rush and rush we be go to see the shop in stockport .
  *CHI:	shss .
  *CHI:	a big bus .
  *MOT:	a big splash .
  *MOT:	no you be not have a bath .
  *MOT:	it will be just a change of clothes .
  *CHI:	no touch a truck .
  *MOT:	no touch .
  *MOT:	no you could not touch them .
  *MOT:	so we think we do something a little bit different and we then go there for our tea last night .
  *CHI:	touch .
  *MOT:	darling .
  *CHI:	touch .
  *MOT:	i be sorry i can not tell what you be say .
  *CHI:	touch .
  *MOT:	and we sit in the jungle end do not we .
  *MOT:	eat our meal .
  *MOT:	and every few minute some of the animal come to life .
  *MOT:	there be a be it a cheetah cm daddy cm or a tiger .
  *CHI:	a bus .
  *MOT:	no .
  *MOT:	we be not go on the bus either .
  *MOT:	we be go in daddy car .
  *CHI:	door .
  *MOT:	mummy have got to go to the optician be and have her eye test .
  *CHI:	hm .
  *CHI:	a man .
  *MOT:	yes .
  *CHI:	jam .
  *MOT:	yes .
  *MOT:	you be fascinate by the jam on the bread end be not you .
  *CHI:	jam .
  *MOT:	do not shout .
  *CHI:	chair .
  *MOT:	no shout .
  *CHI:	please .
  *MOT:	alright .
  *MOT:	no shout please .
  *MOT:	i be sorry .
  *CHI:	oh dear mess .
  *CHI:	fork oh dear mess .
  *MOT:	fork oh dear mess .
  *MOT:	be you about to drop it on the floor again .
  *MOT:	that be not very nice real thomas end be it .
  *MOT:	aah dear dear .
  *CHI:	oh dear mess .
  *MOT:	what a mess .
  *MOT:	all do .
  *CHI:	a there .
  *CHI:	a there .
  *MOT:	now who have come to door .
  *CHI:	bow woosh .
  *MOT:	purdie .
  *MOT:	now you can not start throw fork as purdie be go to walk through the door end can we .
  *MOT:	because one might hit her .
  *CHI:	oh a there .
  *CHI:	a a fork wodere .
  *MOT:	fork wodar .
  *MOT:	do that mean you want the fork .
  *CHI:	the fork go .
  *MOT:	where be the fork .
  *MOT:	oh well you can see where the fork have go .
  *MOT:	it be there .
  *MOT:	no .
  *MOT:	be you use the knife and fork to eat the bread and jam .
  *CHI:	oh dear mess .
  *MOT:	no do not bang the chair or the table .
  *MOT:	now do not bang thomas .
  *MOT:	that be not nice .
  *MOT:	no .
  *MOT:	now put the fork down proper please .
  *MOT:	and the last one .
  *MOT:	and then that be it .
  *MOT:	they have .
  *CHI:	all do .
  *MOT:	all do .
  *CHI:	all do .
  *CHI:	a there more .
  *MOT:	oh no .
  *MOT:	there be not any more .
  *CHI:	a there .
  *MOT:	no .
  *MOT:	i think you can do without them thomas .
  *MOT:	have you finish your lunch .
  *CHI:	a there a fork a spoon a there .
  *CHI:	fork .
  *MOT:	fork and spoon .
  *MOT:	thomas have you finish your lunch now .
  *MOT:	oh thomas look at the floor .
  *MOT:	the lid have come off your juice .
  *CHI:	lid a juice .
  *CHI:	a lid juice .
  *MOT:	you do not know the lid have come off the juice .
  *CHI:	aah .
  *CHI:	oh dear mess a juice .
  *MOT:	it be a terrible mess .
  *CHI:	oh dear mess a juice .
  *MOT:	i know that you be throw fork and spoon down and say oh dear mess but i do not realize that the lid of the juice have come off .
  *CHI:	oh no .
  *MOT:	oh no .
  *MOT:	that be a mess end be not it .
  *MOT:	i have to clean it up .
  *CHI:	hm .
  *MOT:	and mummy be go to have a drink of daddy juice .
